"planName","gender","network","copay","freaquency","ageStart","ageEnd","coverage","rates"
"familyCare","male","Pearl","25-0-30","Annually",0,0,"Worldwide including USA","3152.71"
"familyCare","female","Pearl","25-0-30","Annually",0,0,"Worldwide including USA","3152.71"
"familyCare","male","SilkRoad","50-0-0","Annually",0,0,"Worldwide including USA","2031.03"
"familyCare","female","SilkRoad","50-0-0","Annually",0,0,"Worldwide including USA","2031.03"
"familyCare","male","SilkRoad","50-0-10","Annually",0,0,"Worldwide including USA","1978.68"
"familyCare","female","SilkRoad","50-0-10","Annually",0,0,"Worldwide including USA","1978.68"
"familyCare","male","SilkRoad","50-0-20","Annually",0,0,"Worldwide including USA","1922.50"
"familyCare","female","SilkRoad","50-0-20","Annually",0,0,"Worldwide including USA","1922.50"
"familyCare","male","SilkRoad","50-0-30","Annually",0,0,"Worldwide including USA","1857.39"
"familyCare","female","SilkRoad","50-0-30","Annually",0,0,"Worldwide including USA","1857.39"
"familyCare","male","SilkRoad","25-0-0","Annually",0,0,"Worldwide including USA","2182.97"
"familyCare","female","SilkRoad","25-0-0","Annually",0,0,"Worldwide including USA","2182.97"
"familyCare","male","SilkRoad","25-0-10","Annually",0,0,"Worldwide including USA","2124.39"
"familyCare","female","SilkRoad","25-0-10","Annually",0,0,"Worldwide including USA","2124.39"
"familyCare","male","SilkRoad","25-0-20","Annually",0,0,"Worldwide including USA","2061.53"
"familyCare","female","SilkRoad","25-0-20","Annually",0,0,"Worldwide including USA","2061.53"
"familyCare","male","SilkRoad","25-0-30","Annually",0,0,"Worldwide including USA","1988.66"
"familyCare","female","SilkRoad","25-0-30","Annually",0,0,"Worldwide including USA","1988.66"
"familyCare","male","GOLD","50-0-0","Annually",1,1,"Worldwide including USA","8415.09"
"familyCare","female","GOLD","50-0-0","Annually",1,1,"Worldwide including USA","8415.09"
"familyCare","male","GOLD","50-0-10","Annually",1,1,"Worldwide including USA","8192.07"
"familyCare","female","GOLD","50-0-10","Annually",1,1,"Worldwide including USA","8192.07"
"familyCare","male","GOLD","50-0-20","Annually",1,1,"Worldwide including USA","7952.74"
"familyCare","female","GOLD","50-0-20","Annually",1,1,"Worldwide including USA","7952.74"
"familyCare","male","GOLD","50-0-30","Annually",1,1,"Worldwide including USA","7675.33"
"familyCare","female","GOLD","50-0-30","Annually",1,1,"Worldwide including USA","7675.33"
"familyCare","male","GOLD","25-0-0","Annually",1,1,"Worldwide including USA","9062.40"
"familyCare","female","GOLD","25-0-0","Annually",1,1,"Worldwide including USA","9062.40"
"familyCare","male","GOLD","25-0-10","Annually",1,1,"Worldwide including USA","8812.85"
"familyCare","female","GOLD","25-0-10","Annually",1,1,"Worldwide including USA","8812.85"
"familyCare","male","GOLD","25-0-20","Annually",1,1,"Worldwide including USA","8545.03"
"familyCare","female","GOLD","25-0-20","Annually",1,1,"Worldwide including USA","8545.03"
"familyCare","male","GOLD","25-0-30","Annually",1,1,"Worldwide including USA","8234.61"
"familyCare","female","GOLD","25-0-30","Annually",1,1,"Worldwide including USA","8234.61"
"familyCare","male","SilverPremium","50-0-0","Annually",1,1,"Worldwide including USA","7486.98"
"familyCare","female","SilverPremium","50-0-0","Annually",1,1,"Worldwide including USA","7486.98"
"familyCare","male","SilverPremium","50-0-10","Annually",1,1,"Worldwide including USA","7294.89"
"familyCare","female","SilverPremium","50-0-10","Annually",1,1,"Worldwide including USA","7294.89"
"familyCare","male","SilverPremium","50-0-20","Annually",1,1,"Worldwide including USA","7088.75"
"familyCare","female","SilverPremium","50-0-20","Annually",1,1,"Worldwide including USA","7088.75"
"familyCare","male","SilverPremium","50-0-30","Annually",1,1,"Worldwide including USA","6849.81"
"familyCare","female","SilverPremium","50-0-30","Annually",1,1,"Worldwide including USA","6849.81"
"familyCare","male","SilverPremium","25-0-0","Annually",1,1,"Worldwide including USA","8044.53"
"familyCare","female","SilverPremium","25-0-0","Annually",1,1,"Worldwide including USA","8044.53"
"familyCare","male","SilverPremium","25-0-10","Annually",1,1,"Worldwide including USA","7829.58"
"familyCare","female","SilverPremium","25-0-10","Annually",1,1,"Worldwide including USA","7829.58"
"familyCare","male","SilverPremium","25-0-20","Annually",1,1,"Worldwide including USA","7598.91"
"familyCare","female","SilverPremium","25-0-20","Annually",1,1,"Worldwide including USA","7598.91"
"familyCare","male","SilverPremium","25-0-30","Annually",1,1,"Worldwide including USA","7331.53"
"familyCare","female","SilverPremium","25-0-30","Annually",1,1,"Worldwide including USA","7331.53"
"familyCare","male","SilverClassic","50-0-0","Annually",1,1,"Worldwide including USA","5698.71"
"familyCare","female","SilverClassic","50-0-0","Annually",1,1,"Worldwide including USA","5698.71"
"familyCare","male","SilverClassic","50-0-10","Annually",1,1,"Worldwide including USA","5548.35"
"familyCare","female","SilverClassic","50-0-10","Annually",1,1,"Worldwide including USA","5548.35"
"familyCare","male","SilverClassic","50-0-20","Annually",1,1,"Worldwide including USA","5386.99"
"familyCare","female","SilverClassic","50-0-20","Annually",1,1,"Worldwide including USA","5386.99"
"familyCare","male","SilverClassic","50-0-30","Annually",1,1,"Worldwide including USA","5199.96"
"familyCare","female","SilverClassic","50-0-30","Annually",1,1,"Worldwide including USA","5199.96"
"familyCare","male","SilverClassic","25-0-0","Annually",1,1,"Worldwide including USA","6135.13"
"familyCare","female","SilverClassic","25-0-0","Annually",1,1,"Worldwide including USA","6135.13"
"familyCare","male","SilverClassic","25-0-10","Annually",1,1,"Worldwide including USA","5966.88"
"familyCare","female","SilverClassic","25-0-10","Annually",1,1,"Worldwide including USA","5966.88"
"familyCare","male","SilverClassic","25-0-20","Annually",1,1,"Worldwide including USA","5786.32"
"familyCare","female","SilverClassic","25-0-20","Annually",1,1,"Worldwide including USA","5786.32"
"familyCare","male","SilverClassic","25-0-30","Annually",1,1,"Worldwide including USA","5577.03"
"familyCare","female","SilverClassic","25-0-30","Annually",1,1,"Worldwide including USA","5577.03"
"familyCare","male","Green","50-0-0","Annually",1,1,"Worldwide including USA","4372.65"
"familyCare","female","Green","50-0-0","Annually",1,1,"Worldwide including USA","4372.65"
"familyCare","male","Green","50-0-10","Annually",1,1,"Worldwide including USA","4260.95"
"familyCare","female","Green","50-0-10","Annually",1,1,"Worldwide including USA","4260.95"
"familyCare","male","Green","50-0-20","Annually",1,1,"Worldwide including USA","4141.08"
"familyCare","female","Green","50-0-20","Annually",1,1,"Worldwide including USA","4141.08"
"familyCare","male","Green","50-0-30","Annually",1,1,"Worldwide including USA","4002.14"
"familyCare","female","Green","50-0-30","Annually",1,1,"Worldwide including USA","4002.14"
"familyCare","male","Green","25-0-0","Annually",1,1,"Worldwide including USA","4696.87"
"familyCare","female","Green","25-0-0","Annually",1,1,"Worldwide including USA","4696.87"
"familyCare","male","Green","25-0-10","Annually",1,1,"Worldwide including USA","4571.88"
"familyCare","female","Green","25-0-10","Annually",1,1,"Worldwide including USA","4571.88"
"familyCare","male","Green","25-0-20","Annually",1,1,"Worldwide including USA","4437.74"
"familyCare","female","Green","25-0-20","Annually",1,1,"Worldwide including USA","4437.74"
"familyCare","male","Green","25-0-30","Annually",1,1,"Worldwide including USA","4282.26"
"familyCare","female","Green","25-0-30","Annually",1,1,"Worldwide including USA","4282.26"
"familyCare","male","Emerald","50-0-0","Annually",1,1,"Worldwide including USA","3806.77"
"familyCare","female","Emerald","50-0-0","Annually",1,1,"Worldwide including USA","3806.77"
"familyCare","male","Emerald","50-0-10","Annually",1,1,"Worldwide including USA","3709.60"
"familyCare","female","Emerald","50-0-10","Annually",1,1,"Worldwide including USA","3709.60"
"familyCare","male","Emerald","50-0-20","Annually",1,1,"Worldwide including USA","3605.32"
"familyCare","female","Emerald","50-0-20","Annually",1,1,"Worldwide including USA","3605.32"
"familyCare","male","Emerald","50-0-30","Annually",1,1,"Worldwide including USA","3484.45"
"familyCare","female","Emerald","50-0-30","Annually",1,1,"Worldwide including USA","3484.45"
"familyCare","male","Emerald","25-0-0","Annually",1,1,"Worldwide including USA","4088.81"
"familyCare","female","Emerald","25-0-0","Annually",1,1,"Worldwide including USA","4088.81"
"familyCare","male","Emerald","25-0-10","Annually",1,1,"Worldwide including USA","3980.07"
"familyCare","female","Emerald","25-0-10","Annually",1,1,"Worldwide including USA","3980.07"
"familyCare","male","Emerald","25-0-20","Annually",1,1,"Worldwide including USA","3863.39"
"familyCare","female","Emerald","25-0-20","Annually",1,1,"Worldwide including USA","3863.39"
"familyCare","male","Emerald","25-0-30","Annually",1,1,"Worldwide including USA","3728.13"
"familyCare","female","Emerald","25-0-30","Annually",1,1,"Worldwide including USA","3728.13"
"familyCare","male","Pearl","50-0-0","Annually",1,1,"Worldwide including USA","3219.14"
"familyCare","female","Pearl","50-0-0","Annually",1,1,"Worldwide including USA","3219.14"
"familyCare","male","Pearl","50-0-10","Annually",1,1,"Worldwide including USA","3137.05"
"familyCare","female","Pearl","50-0-10","Annually",1,1,"Worldwide including USA","3137.05"
"familyCare","male","Pearl","50-0-20","Annually",1,1,"Worldwide including USA","3048.96"
"familyCare","female","Pearl","50-0-20","Annually",1,1,"Worldwide including USA","3048.96"
"familyCare","male","Pearl","50-0-30","Annually",1,1,"Worldwide including USA","2946.84"
"familyCare","female","Pearl","50-0-30","Annually",1,1,"Worldwide including USA","2946.84"
"familyCare","male","Pearl","25-0-0","Annually",1,1,"Worldwide including USA","3457.41"
"familyCare","female","Pearl","25-0-0","Annually",1,1,"Worldwide including USA","3457.41"
"familyCare","male","Pearl","25-0-10","Annually",1,1,"Worldwide including USA","3365.55"
"familyCare","female","Pearl","25-0-10","Annually",1,1,"Worldwide including USA","3365.55"
"familyCare","male","Pearl","25-0-20","Annually",1,1,"Worldwide including USA","3266.97"
"familyCare","female","Pearl","25-0-20","Annually",1,1,"Worldwide including USA","3266.97"
"familyCare","male","Pearl","25-0-30","Annually",1,1,"Worldwide including USA","3152.71"
"familyCare","female","Pearl","25-0-30","Annually",1,1,"Worldwide including USA","3152.71"
"familyCare","male","SilkRoad","50-0-0","Annually",1,1,"Worldwide including USA","2031.03"
"familyCare","female","SilkRoad","50-0-0","Annually",1,1,"Worldwide including USA","2031.03"
"familyCare","male","SilkRoad","50-0-10","Annually",1,1,"Worldwide including USA","1978.68"
"familyCare","female","SilkRoad","50-0-10","Annually",1,1,"Worldwide including USA","1978.68"
"familyCare","male","SilkRoad","50-0-20","Annually",1,1,"Worldwide including USA","1922.50"
"familyCare","female","SilkRoad","50-0-20","Annually",1,1,"Worldwide including USA","1922.50"
"familyCare","male","SilkRoad","50-0-30","Annually",1,1,"Worldwide including USA","1857.39"
"familyCare","female","SilkRoad","50-0-30","Annually",1,1,"Worldwide including USA","1857.39"
"familyCare","male","SilkRoad","25-0-0","Annually",1,1,"Worldwide including USA","2182.97"
"familyCare","female","SilkRoad","25-0-0","Annually",1,1,"Worldwide including USA","2182.97"
"familyCare","male","SilkRoad","25-0-10","Annually",1,1,"Worldwide including USA","2124.39"
"familyCare","female","SilkRoad","25-0-10","Annually",1,1,"Worldwide including USA","2124.39"
"familyCare","male","SilkRoad","25-0-20","Annually",1,1,"Worldwide including USA","2061.53"
"familyCare","female","SilkRoad","25-0-20","Annually",1,1,"Worldwide including USA","2061.53"
"familyCare","male","SilkRoad","25-0-30","Annually",1,1,"Worldwide including USA","1988.66"
"familyCare","female","SilkRoad","25-0-30","Annually",1,1,"Worldwide including USA","1988.66"
"familyCare","male","GOLD","50-0-0","Annually",2,2,"Worldwide including USA","5778.05"
"familyCare","female","GOLD","50-0-0","Annually",2,2,"Worldwide including USA","5778.05"
"familyCare","male","GOLD","50-0-10","Annually",2,2,"Worldwide including USA","5610.36"
"familyCare","female","GOLD","50-0-10","Annually",2,2,"Worldwide including USA","5610.36"
"familyCare","male","GOLD","50-0-20","Annually",2,2,"Worldwide including USA","5430.39"
"familyCare","female","GOLD","50-0-20","Annually",2,2,"Worldwide including USA","5430.39"
"familyCare","male","GOLD","50-0-30","Annually",2,2,"Worldwide including USA","5221.80"
"familyCare","female","GOLD","50-0-30","Annually",2,2,"Worldwide including USA","5221.80"
"familyCare","male","GOLD","25-0-0","Annually",2,2,"Worldwide including USA","6264.79"
"familyCare","female","GOLD","25-0-0","Annually",2,2,"Worldwide including USA","6264.79"
"familyCare","male","GOLD","25-0-10","Annually",2,2,"Worldwide including USA","6077.14"
"familyCare","female","GOLD","25-0-10","Annually",2,2,"Worldwide including USA","6077.14"
"familyCare","male","GOLD","25-0-20","Annually",2,2,"Worldwide including USA","5875.76"
"familyCare","female","GOLD","25-0-20","Annually",2,2,"Worldwide including USA","5875.76"
"familyCare","male","GOLD","25-0-30","Annually",2,2,"Worldwide including USA","5642.34"
"familyCare","female","GOLD","25-0-30","Annually",2,2,"Worldwide including USA","5642.34"
"familyCare","male","SilverPremium","50-0-0","Annually",2,2,"Worldwide including USA","5112.82"
"familyCare","female","SilverPremium","50-0-0","Annually",2,2,"Worldwide including USA","5112.82"
"familyCare","male","SilverPremium","50-0-10","Annually",2,2,"Worldwide including USA","4968.38"
"familyCare","female","SilverPremium","50-0-10","Annually",2,2,"Worldwide including USA","4968.38"
"familyCare","male","SilverPremium","50-0-20","Annually",2,2,"Worldwide including USA","4813.37"
"familyCare","female","SilverPremium","50-0-20","Annually",2,2,"Worldwide including USA","4813.37"
"familyCare","male","SilverPremium","50-0-30","Annually",2,2,"Worldwide including USA","4633.70"
"familyCare","female","SilverPremium","50-0-30","Annually",2,2,"Worldwide including USA","4633.70"
"familyCare","male","SilverPremium","25-0-0","Annually",2,2,"Worldwide including USA","5532.06"
"familyCare","female","SilverPremium","25-0-0","Annually",2,2,"Worldwide including USA","5532.06"
"familyCare","male","SilverPremium","25-0-10","Annually",2,2,"Worldwide including USA","5370.43"
"familyCare","female","SilverPremium","25-0-10","Annually",2,2,"Worldwide including USA","5370.43"
"familyCare","male","SilverPremium","25-0-20","Annually",2,2,"Worldwide including USA","5196.98"
"familyCare","female","SilverPremium","25-0-20","Annually",2,2,"Worldwide including USA","5196.98"
"familyCare","male","SilverPremium","25-0-30","Annually",2,2,"Worldwide including USA","4995.93"
"familyCare","female","SilverPremium","25-0-30","Annually",2,2,"Worldwide including USA","4995.93"
"familyCare","male","SilverClassic","50-0-0","Annually",2,2,"Worldwide including USA","3912.86"
"familyCare","female","SilverClassic","50-0-0","Annually",2,2,"Worldwide including USA","3912.86"
"familyCare","male","SilverClassic","50-0-10","Annually",2,2,"Worldwide including USA","3799.80"
"familyCare","female","SilverClassic","50-0-10","Annually",2,2,"Worldwide including USA","3799.80"
"familyCare","male","SilverClassic","50-0-20","Annually",2,2,"Worldwide including USA","3678.47"
"familyCare","female","SilverClassic","50-0-20","Annually",2,2,"Worldwide including USA","3678.47"
"familyCare","male","SilverClassic","50-0-30","Annually",2,2,"Worldwide including USA","3537.83"
"familyCare","female","SilverClassic","50-0-30","Annually",2,2,"Worldwide including USA","3537.83"
"familyCare","male","SilverClassic","25-0-0","Annually",2,2,"Worldwide including USA","4241.03"
"familyCare","female","SilverClassic","25-0-0","Annually",2,2,"Worldwide including USA","4241.03"
"familyCare","male","SilverClassic","25-0-10","Annually",2,2,"Worldwide including USA","4114.51"
"familyCare","female","SilverClassic","25-0-10","Annually",2,2,"Worldwide including USA","4114.51"
"familyCare","male","SilverClassic","25-0-20","Annually",2,2,"Worldwide including USA","3978.74"
"familyCare","female","SilverClassic","25-0-20","Annually",2,2,"Worldwide including USA","3978.74"
"familyCare","male","SilverClassic","25-0-30","Annually",2,2,"Worldwide including USA","3821.36"
"familyCare","female","SilverClassic","25-0-30","Annually",2,2,"Worldwide including USA","3821.36"
"familyCare","male","Green","50-0-0","Annually",2,2,"Worldwide including USA","2987.73"
"familyCare","female","Green","50-0-0","Annually",2,2,"Worldwide including USA","2987.73"
"familyCare","male","Green","50-0-10","Annually",2,2,"Worldwide including USA","2903.73"
"familyCare","female","Green","50-0-10","Annually",2,2,"Worldwide including USA","2903.73"
"familyCare","male","Green","50-0-20","Annually",2,2,"Worldwide including USA","2813.60"
"familyCare","female","Green","50-0-20","Annually",2,2,"Worldwide including USA","2813.60"
"familyCare","male","Green","50-0-30","Annually",2,2,"Worldwide including USA","2709.12"
"familyCare","female","Green","50-0-30","Annually",2,2,"Worldwide including USA","2709.12"
"familyCare","male","Green","25-0-0","Annually",2,2,"Worldwide including USA","3231.52"
"familyCare","female","Green","25-0-0","Annually",2,2,"Worldwide including USA","3231.52"
"familyCare","male","Green","25-0-10","Annually",2,2,"Worldwide including USA","3137.53"
"familyCare","female","Green","25-0-10","Annually",2,2,"Worldwide including USA","3137.53"
"familyCare","male","Green","25-0-20","Annually",2,2,"Worldwide including USA","3036.66"
"familyCare","female","Green","25-0-20","Annually",2,2,"Worldwide including USA","3036.66"
"familyCare","male","Green","25-0-30","Annually",2,2,"Worldwide including USA","2919.75"
"familyCare","female","Green","25-0-30","Annually",2,2,"Worldwide including USA","2919.75"
"familyCare","male","Emerald","50-0-0","Annually",2,2,"Worldwide including USA","2601.93"
"familyCare","female","Emerald","50-0-0","Annually",2,2,"Worldwide including USA","2601.93"
"familyCare","male","Emerald","50-0-10","Annually",2,2,"Worldwide including USA","2528.87"
"familyCare","female","Emerald","50-0-10","Annually",2,2,"Worldwide including USA","2528.87"
"familyCare","male","Emerald","50-0-20","Annually",2,2,"Worldwide including USA","2450.45"
"familyCare","female","Emerald","50-0-20","Annually",2,2,"Worldwide including USA","2450.45"
"familyCare","male","Emerald","50-0-30","Annually",2,2,"Worldwide including USA","2359.57"
"familyCare","female","Emerald","50-0-30","Annually",2,2,"Worldwide including USA","2359.57"
"familyCare","male","Emerald","25-0-0","Annually",2,2,"Worldwide including USA","2814.00"
"familyCare","female","Emerald","25-0-0","Annually",2,2,"Worldwide including USA","2814.00"
"familyCare","male","Emerald","25-0-10","Annually",2,2,"Worldwide including USA","2732.24"
"familyCare","female","Emerald","25-0-10","Annually",2,2,"Worldwide including USA","2732.24"
"familyCare","male","Emerald","25-0-20","Annually",2,2,"Worldwide including USA","2644.50"
"familyCare","female","Emerald","25-0-20","Annually",2,2,"Worldwide including USA","2644.50"
"familyCare","male","Emerald","25-0-30","Annually",2,2,"Worldwide including USA","2542.80"
"familyCare","female","Emerald","25-0-30","Annually",2,2,"Worldwide including USA","2542.80"
"familyCare","male","Pearl","50-0-0","Annually",2,2,"Worldwide including USA","2201.36"
"familyCare","female","Pearl","50-0-0","Annually",2,2,"Worldwide including USA","2201.36"
"familyCare","male","Pearl","50-0-10","Annually",2,2,"Worldwide including USA","2139.63"
"familyCare","female","Pearl","50-0-10","Annually",2,2,"Worldwide including USA","2139.63"
"familyCare","male","Pearl","50-0-20","Annually",2,2,"Worldwide including USA","2073.39"
"familyCare","female","Pearl","50-0-20","Annually",2,2,"Worldwide including USA","2073.39"
"familyCare","male","Pearl","50-0-30","Annually",2,2,"Worldwide including USA","1996.61"
"familyCare","female","Pearl","50-0-30","Annually",2,2,"Worldwide including USA","1996.61"
"familyCare","male","Pearl","25-0-0","Annually",2,2,"Worldwide including USA","2380.52"
"familyCare","female","Pearl","25-0-0","Annually",2,2,"Worldwide including USA","2380.52"
"familyCare","male","Pearl","25-0-10","Annually",2,2,"Worldwide including USA","2311.45"
"familyCare","female","Pearl","25-0-10","Annually",2,2,"Worldwide including USA","2311.45"
"familyCare","male","Pearl","25-0-20","Annually",2,2,"Worldwide including USA","2237.32"
"familyCare","female","Pearl","25-0-20","Annually",2,2,"Worldwide including USA","2237.32"
"familyCare","male","Pearl","25-0-30","Annually",2,2,"Worldwide including USA","2151.40"
"familyCare","female","Pearl","25-0-30","Annually",2,2,"Worldwide including USA","2151.40"
